Mes,SemanaDelMes,DiaDeLaSemana,MarcaVehiculo,AreaAccidente,DiaReclamo,MesReclamo,SemanaReclamo,Genero,EstadoCivil,Edad,Culpa,TipoPoliza,CategoriaVehiculo,PrecioVehiculo,FraudeDetectado,NumeroPoliza,NumeroRepresentante,Deducible,CalificacionConductor,DiasPolizaAccidente,DiasPolizaReclamo,NumeroReclamosAnteriores,EdadVehiculo,EdadAsegurado,ReportePolicial,TestigoPresente,TipoAgente,NumeroSuplementos,CambioDireccionReclamo,NumeroVehiculos,Año,PolizaBase
Noviembre,2.0,Martes,Pontiac,Urbano,Wednesday,Nov,4.0,Femenino,Soltero,43.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9366,7,400,1,more than 30,more than 30,none,6 years,36 to 40,Sí,No,External,none,no change,1 vehicle,1995.0,Collision
Octubre,1.0,Domingo,Pontiac,Urbano,Tuesday,Oct,4.0,Masculino,Casado,55.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9369,5,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Julio,3.0,Martes,Toyota,Urbano,Wednesday,Jul,3.0,Masculino,Casado,29.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9371,7,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Marzo,1.0,Jueves,Honda,Urbano,Thursday,Mar,1.0,Femenino,Divorced,30.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9373,12,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Abril,4.0,Martes,Honda,Urbano,Thursday,May,2.0,Masculino,Casado,21.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9374,11,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,1 year,1 vehicle,1995.0,Collision
Noviembre,2.0,Jueves,Pontiac,Urbano,Thursday,Nov,2.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9384,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Abril,3.0,Martes,Mazda,Urbano,Friday,Apr,4.0,Masculino,Soltero,30.0,Third Party,Sport - Collision,Sport,more than 69000,0,9390,14,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1995.0,Collision
Agosto,1.0,Martes,Honda,Urbano,Thursday,Aug,1.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9393,4,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Noviembre,4.0,Viernes,Chevrolet,Urbano,Tuesday,Nov,5.0,Masculino,Casado,46.0,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,9405,9,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Octubre,3.0,Lunes,Honda,Urbano,Monday,Oct,3.0,Masculino,Casado,40.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9406,5,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Collision
Agosto,4.0,Martes,Pontiac,Urbano,Wednesday,Sep,2.0,Masculino,Soltero,35.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9408,7,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Agosto,2.0,Martes,Pontiac,Rural,Tuesday,Aug,2.0,Femenino,Casado,33.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9413,16,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Agosto,2.0,Miércoles,Dodge,Urbano,Friday,Aug,2.0,Masculino,Casado,60.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9414,14,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Julio,4.0,Martes,Mazda,Urbano,Monday,Aug,2.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9415,16,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Junio,2.0,Sábado,Toyota,Urbano,Wednesday,Jun,3.0,Femenino,Casado,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9417,10,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Marzo,3.0,Domingo,Accura,Urbano,Thursday,Apr,1.0,Masculino,Soltero,30.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9419,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Marzo,3.0,Domingo,Pontiac,Urbano,Tuesday,Apr,1.0,Masculino,Casado,57.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9420,13,400,3,more than 30,more than 30,none,more than 7,51 to 65,Sí,No,External,none,no change,1 vehicle,1995.0,All Perils
Noviembre,2.0,Lunes,Toyota,Urbano,Friday,Nov,2.0,Masculino,Casado,42.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9431,2,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1995.0,All Perils
Junio,4.0,Viernes,Honda,Urbano,Wednesday,Jun,5.0,Masculino,Soltero,18.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9441,1,400,3,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Junio,4.0,Viernes,Toyota,Urbano,Tuesday,Jul,2.0,Masculino,Casado,32.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9442,8,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Marzo,1.0,Jueves,Mazda,Urbano,Tuesday,Mar,2.0,Masculino,Soltero,35.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9445,16,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Febrero,3.0,Miércoles,Accura,Urbano,Monday,Dec,1.0,Masculino,Casado,49.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9455,10,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Febrero,4.0,Miércoles,Honda,Urbano,Sunday,Mar,2.0,Masculino,Casado,29.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9458,14,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Febrero,4.0,Jueves,Honda,Urbano,Friday,Feb,4.0,Femenino,Soltero,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9459,14,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Enero,4.0,Sábado,Chevrolet,Rural,Thursday,Mar,1.0,Masculino,Casado,29.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,9461,15,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Agosto,5.0,Martes,Pontiac,Urbano,Tuesday,Sep,2.0,Masculino,Casado,47.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9464,11,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Agosto,3.0,Martes,Pontiac,Urbano,Friday,Sep,1.0,Masculino,Casado,63.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9465,12,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,1 year,1 vehicle,1995.0,Collision
Septiembre,4.0,Domingo,Pontiac,Urbano,Wednesday,Sep,5.0,Masculino,Casado,39.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9468,11,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Octubre,4.0,Domingo,Pontiac,Urbano,Wednesday,Oct,4.0,Masculino,Soltero,23.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9470,15,400,2,more than 30,more than 30,more than 4,3 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Febrero,3.0,Lunes,Honda,Rural,Tuesday,Feb,4.0,Masculino,Casado,26.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9471,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Abril,1.0,Jueves,Chevrolet,Urbano,Monday,Apr,2.0,Masculino,Soltero,46.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9472,13,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,4 to 8 years,3 to 4,1995.0,All Perils
Mayo,3.0,Jueves,VW,Urbano,Friday,May,3.0,Masculino,Casado,28.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9475,10,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Septiembre,4.0,Lunes,Pontiac,Urbano,Tuesday,Sep,4.0,Femenino,Casado,44.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9483,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Abril,4.0,Sábado,Chevrolet,Urbano,Wednesday,Apr,4.0,Masculino,Casado,26.0,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,9486,9,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Junio,4.0,Lunes,Chevrolet,Urbano,Wednesday,Jun,5.0,Masculino,Casado,32.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9492,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Diciembre,2.0,Jueves,Mazda,Urbano,Wednesday,Dec,3.0,Masculino,Soltero,28.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9498,14,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Agosto,2.0,Jueves,Pontiac,Urbano,Friday,Aug,2.0,Femenino,Soltero,27.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9505,3,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Enero,4.0,Domingo,Toyota,Urbano,Monday,Jan,5.0,Masculino,Casado,38.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,9510,11,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Noviembre,4.0,Jueves,Mazda,Urbano,Friday,Dec,1.0,Masculino,Casado,46.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9522,8,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Liability
Septiembre,3.0,Domingo,Accura,Urbano,Thursday,Oct,3.0,Masculino,Casado,28.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9525,9,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Septiembre,3.0,Domingo,Pontiac,Urbano,Wednesday,Sep,5.0,Masculino,Casado,30.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9526,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Mayo,3.0,Martes,Mazda,Urbano,Tuesday,May,3.0,Masculino,Casado,28.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9534,12,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Mayo,1.0,Domingo,Mazda,Urbano,Wednesday,May,1.0,Femenino,Casado,47.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9535,13,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995.0,All Perils
Mayo,1.0,Lunes,VW,Urbano,Tuesday,May,2.0,Masculino,Casado,42.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,9536,9,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Noviembre,5.0,Miércoles,Pontiac,Urbano,Friday,Dec,1.0,Masculino,Casado,40.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9542,7,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Febrero,3.0,Viernes,Chevrolet,Urbano,Friday,Mar,1.0,Femenino,Casado,37.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9562,13,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Marzo,5.0,Miércoles,Pontiac,Urbano,Thursday,Apr,1.0,Masculino,Soltero,23.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9570,1,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Diciembre,2.0,Lunes,Accura,Urbano,Monday,Dec,2.0,Masculino,Casado,43.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9576,11,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995.0,All Perils
Septiembre,1.0,Martes,Toyota,Urbano,Wednesday,Sep,1.0,Femenino,Casado,41.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9578,15,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Marzo,1.0,Viernes,Ford,Rural,Wednesday,Mar,4.0,Masculino,Casado,41.0,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,9583,9,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Diciembre,2.0,Lunes,Honda,Urbano,Wednesday,Dec,3.0,Masculino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9585,2,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Sí,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Diciembre,1.0,Jueves,Chevrolet,Urbano,Friday,Dec,1.0,Masculino,Casado,30.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9588,13,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Diciembre,1.0,Sábado,Honda,Urbano,Monday,Dec,2.0,Masculino,Casado,49.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9589,9,500,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1995.0,Liability
Enero,4.0,Martes,Honda,Urbano,Friday,Feb,4.0,Masculino,Casado,40.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9590,3,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995.0,All Perils
Julio,2.0,Lunes,Toyota,Urbano,Tuesday,Oct,4.0,Masculino,Casado,43.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9593,12,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Diciembre,4.0,Jueves,Pontiac,Urbano,Thursday,Dec,4.0,Masculino,Casado,42.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9600,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Febrero,2.0,Viernes,Accura,Urbano,Thursday,Feb,3.0,Femenino,Casado,31.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9603,11,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Abril,1.0,Miércoles,Mazda,Urbano,Thursday,Apr,1.0,Masculino,Soltero,39.0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,9611,5,700,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Marzo,5.0,Miércoles,Pontiac,Urbano,Tuesday,Apr,1.0,Masculino,Casado,38.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9617,10,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Collision
Mayo,2.0,Miércoles,Honda,Rural,Thursday,May,4.0,Femenino,Casado,37.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9620,12,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Diciembre,1.0,Martes,Pontiac,Urbano,Wednesday,Dec,5.0,Masculino,Casado,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9630,4,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Mayo,2.0,Miércoles,Honda,Urbano,Thursday,May,3.0,Femenino,Soltero,35.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,9633,7,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Agosto,2.0,Viernes,Toyota,Urbano,Friday,Aug,2.0,Femenino,Soltero,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9639,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Liability
Marzo,4.0,Viernes,Pontiac,Rural,Tuesday,Mar,5.0,Masculino,Casado,47.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9648,2,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Noviembre,3.0,Sábado,Toyota,Urbano,Sunday,Nov,3.0,Masculino,Soltero,77.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9655,13,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995.0,All Perils
Marzo,1.0,Domingo,Mazda,Urbano,Wednesday,Mar,2.0,Masculino,Casado,62.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9657,1,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995.0,Collision
Enero,4.0,Viernes,Toyota,Urbano,Wednesday,Feb,1.0,Femenino,Soltero,26.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9659,1,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Agosto,3.0,Martes,Mazda,Urbano,Wednesday,Aug,3.0,Masculino,Casado,52.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9660,14,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Collision
Octubre,3.0,Jueves,Pontiac,Urbano,Thursday,Oct,3.0,Masculino,Casado,55.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9665,14,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Septiembre,1.0,Sábado,Toyota,Urbano,Monday,Sep,1.0,Femenino,Soltero,42.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9668,10,400,1,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Collision
Diciembre,2.0,Sábado,Mazda,Urbano,Monday,Dec,2.0,Femenino,Casado,50.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9672,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Diciembre,5.0,Jueves,Toyota,Urbano,Monday,Jan,1.0,Masculino,Soltero,45.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9682,1,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995.0,Collision
Septiembre,3.0,Martes,Pontiac,Urbano,Tuesday,Sep,3.0,Masculino,Soltero,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9685,13,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Enero,5.0,Sábado,Honda,Urbano,Tuesday,Jan,5.0,Masculino,Casado,40.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9690,11,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Julio,2.0,Sábado,Mercury,Urbano,Tuesday,Jul,2.0,Masculino,Soltero,41.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9698,13,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Junio,2.0,Lunes,Ford,Urbano,Monday,Jun,2.0,Masculino,Casado,46.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9701,13,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Liability
Marzo,3.0,Martes,Pontiac,Urbano,Wednesday,Mar,4.0,Masculino,Soltero,29.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9703,11,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995.0,Liability
Junio,1.0,Martes,Mazda,Urbano,Wednesday,Jun,2.0,Masculino,Soltero,46.0,Third Party,Sport - Collision,Sport,more than 69000,0,9706,14,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Diciembre,4.0,Lunes,Mazda,Urbano,Tuesday,Dec,4.0,Masculino,Casado,30.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9710,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Abril,2.0,Domingo,Pontiac,Urbano,Tuesday,Apr,2.0,Femenino,Soltero,37.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9712,1,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Octubre,4.0,Viernes,Pontiac,Urbano,Friday,Oct,4.0,Masculino,Casado,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9716,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Abril,1.0,Miércoles,Mazda,Urbano,Monday,Apr,2.0,Femenino,Casado,55.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9720,12,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Junio,5.0,Jueves,Toyota,Urbano,Wednesday,Jul,2.0,Masculino,Casado,39.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9722,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Agosto,4.0,Miércoles,Pontiac,Urbano,Monday,Sep,1.0,Masculino,Casado,68.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9725,15,400,3,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Octubre,4.0,Lunes,Pontiac,Urbano,Friday,Nov,1.0,Masculino,Casado,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9734,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Agosto,2.0,Jueves,Toyota,Rural,Thursday,Aug,2.0,Masculino,Casado,59.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9737,8,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Noviembre,4.0,Sábado,Mazda,Urbano,Thursday,Dec,4.0,Masculino,Soltero,43.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,9744,10,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Collision
Junio,3.0,Lunes,Honda,Urbano,Monday,Jun,3.0,Masculino,Casado,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9749,2,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Junio,3.0,Jueves,Pontiac,Urbano,Monday,Jul,1.0,Masculino,Soltero,33.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9750,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Junio,2.0,Viernes,Honda,Urbano,Monday,Jun,2.0,Masculino,Casado,38.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9751,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Mayo,3.0,Miércoles,Toyota,Urbano,Thursday,May,3.0,Masculino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9764,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Septiembre,3.0,Lunes,Mazda,Rural,Thursday,Sep,4.0,Masculino,Soltero,22.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9769,5,400,1,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Diciembre,4.0,Jueves,Chevrolet,Urbano,Friday,Dec,4.0,Masculino,Casado,46.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9780,13,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Octubre,3.0,Miércoles,Toyota,Urbano,Monday,Oct,3.0,Masculino,Casado,39.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9781,4,400,1,more than 30,more than 30,1,7 years,36 to 40,Sí,Sí,External,none,no change,1 vehicle,1995.0,All Perils
Julio,3.0,Martes,Pontiac,Urbano,Thursday,Jul,4.0,Masculino,Casado,76.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9785,5,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Noviembre,4.0,Miércoles,Accura,Urbano,Wednesday,Dec,3.0,Masculino,Casado,55.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9792,5,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
